Name;Country;Lineage;Drug;Collected_Date
SRR4037591;South Africa;lineage 4;Sensitive;2013-08
SRR4037592;South Africa;lineage 4;Sensitive;2013-08
SRR4037593;South Africa;lineage 4;Sensitive;2013-08
SRR4037594;South Africa;lineage 4;Sensitive;2013-08
SRR4037595;South Africa;lineage 4;Sensitive;2013-08
SRR4037596;South Africa;lineage 4;Sensitive;2013-08
SRR4037597;South Africa;lineage 4;Sensitive;2013-07
SRR4037598;South Africa;lineage 4;Sensitive;2013-07
SRR4037599;South Africa;lineage 4;Sensitive;2013-08
SRR4037600;South Africa;lineage 4;Sensitive;2013-08
SRR4037601;South Africa;lineage 4;Sensitive;2013-08
SRR4037602;South Africa;lineage 4;Sensitive;2013-08
SRR4037603;South Africa;lineage 4;Sensitive;2013-08
SRR4037604;South Africa;lineage 4;Sensitive;2013-08
SRR4037605;South Africa;lineage 4;Sensitive;2013-08
SRR4037606;South Africa;lineage 4;Sensitive;2013-08
SRR4037607;South Africa;lineage 4;Sensitive;2013-08
SRR4037608;South Africa;lineage 4;Sensitive;2013-08
SRR4037609;South Africa;lineage 4;Sensitive;2013-07
SRR4037610;South Africa;lineage 4;Sensitive;2013-08
SRR4037611;South Africa;lineage 4;Sensitive;2013-08
SRR4037612;South Africa;lineage 4;Sensitive;2013-08
SRR4037613;South Africa;lineage 4;Sensitive;2013-08
SRR4037614;South Africa;lineage 4;Sensitive;2013-08
SRR4037615;South Africa;lineage 4;Sensitive;2013-08
SRR4037616;South Africa;lineage 4;Sensitive;2013-08
SRR4037617;South Africa;lineage 4;Sensitive;2013-08
SRR4037618;South Africa;lineage 4;Sensitive;2013-08
SRR4037620;South Africa;lineage 4;Sensitive;2013-07
SRR4037621;South Africa;lineage 4;Sensitive;2013-08
SRR4037622;South Africa;lineage 4;Sensitive;2013-08
SRR4037623;South Africa;lineage 4;Sensitive;2013-08
SRR4037624;South Africa;lineage 4;Sensitive;2013-08
SRR4037625;South Africa;lineage 4;Sensitive;2013-08
SRR4037626;South Africa;lineage 4;Sensitive;2013-08
SRR4037627;South Africa;lineage 4;Sensitive;2013-08
SRR4037628;South Africa;lineage 4;Sensitive;2013-08
SRR4037629;South Africa;lineage 4;Sensitive;2013-08
SRR4037630;South Africa;lineage 4;Sensitive;2013-08
SRR4037631;South Africa;lineage 4;Sensitive;2013-07
SRR4037632;South Africa;lineage 4;Sensitive;2013-08
SRR4037633;South Africa;lineage 4;Sensitive;2013-08
SRR4037634;South Africa;lineage 4;Sensitive;2013-08
SRR4037635;South Africa;lineage 4;Sensitive;2013-08
SRR4037636;South Africa;lineage 4;Sensitive;2013-08
SRR4037637;South Africa;lineage 4;Sensitive;2013-08
SRR4037638;South Africa;lineage 4;Sensitive;2013-08
SRR4037639;South Africa;lineage 4;Sensitive;2013-08
SRR4037640;South Africa;lineage 4;Sensitive;2013-08
SRR4037641;South Africa;lineage 4;Sensitive;2013-08
SRR4037642;South Africa;lineage 2;Sensitive;2013-07
SRR4037643;South Africa;lineage 4;Sensitive;2013-08
SRR4037644;South Africa;lineage 4;Sensitive;2013-08
SRR4037645;South Africa;lineage 4;Sensitive;2013-08
SRR4037646;South Africa;lineage 4;Sensitive;2013-08
SRR4037647;South Africa;lineage 2;Sensitive;2013-08
SRR4037648;South Africa;lineage 4;Sensitive;2013-08
SRR4037649;South Africa;lineage 4;Sensitive;2013-08
SRR4037650;South Africa;lineage 4;Sensitive;2013-08
SRR4037651;South Africa;lineage 4;Sensitive;2013-08
SRR4037652;South Africa;lineage 4;Sensitive;2013-08
SRR4037653;South Africa;lineage 2;Sensitive;2013-07
SRR4037654;South Africa;lineage 4;Sensitive;2013-08
SRR4037655;South Africa;lineage 4;Sensitive;2013-08
SRR4037656;South Africa;lineage 4;Sensitive;2013-08
SRR4037657;South Africa;lineage 4;Sensitive;2013-08
SRR4037658;South Africa;lineage 4;Sensitive;2013-08
SRR4037659;South Africa;lineage 4;Sensitive;2013-08
SRR4037660;South Africa;lineage 4;Sensitive;2013-08
SRR4037661;South Africa;lineage 4;Sensitive;2013-08
SRR4037662;South Africa;lineage 4;Sensitive;2013-08
SRR4037663;South Africa;lineage 4;Sensitive;2013-08
SRR4037664;South Africa;lineage 2;Sensitive;2013-07
SRR4037665;South Africa;lineage 4;Sensitive;2013-08
SRR4037666;South Africa;lineage 4;Sensitive;2013-08
SRR4037667;South Africa;lineage 4;Sensitive;2013-08
SRR4037668;South Africa;lineage 4;Sensitive;2013-08
SRR4037669;South Africa;lineage 4;Sensitive;2013-08
SRR4037670;South Africa;lineage 4;Sensitive;2013-08
SRR4037671;South Africa;lineage 4;Sensitive;2013-08
SRR4037672;South Africa;lineage 4;Sensitive;2013-08
SRR4037673;South Africa;lineage 4;Sensitive;2013-08
SRR4037674;South Africa;lineage 4;Sensitive;2013-08
SRR4037675;South Africa;lineage 2;Sensitive;2013-07
SRR4037676;South Africa;lineage 4;Sensitive;2013-08
SRR4037677;South Africa;lineage 4;Sensitive;2013-08
SRR4037678;South Africa;lineage 4;Sensitive;2013-08
SRR4037679;South Africa;lineage 4;Sensitive;2013-08
SRR4037680;South Africa;lineage 4;Sensitive;2013-08
SRR4037681;South Africa;lineage 4;Sensitive;2013-08
SRR4037682;South Africa;lineage 4;Sensitive;2013-08
SRR4037683;South Africa;lineage 4;Sensitive;2013-08
SRR4037684;South Africa;lineage 4;Sensitive;2013-08
SRR4037685;South Africa;lineage 4;Sensitive;2013-08
SRR4037686;South Africa;lineage 2;Sensitive;2013-07
SRR4037687;South Africa;lineage 4;Sensitive;2013-08
SRR4037688;South Africa;lineage 4;Sensitive;2013-08
SRR4037689;South Africa;lineage 4;Sensitive;2013-08
SRR4037690;South Africa;lineage 4;Sensitive;2013-08
SRR4037691;South Africa;lineage 4;Sensitive;2013-08
SRR4037692;South Africa;lineage 4;Sensitive;2013-08
SRR4037693;South Africa;lineage 4;Sensitive;2013-08
SRR4037694;South Africa;lineage 4;Sensitive;2013-08
SRR4037695;South Africa;lineage 4;Sensitive;2013-08
SRR4037696;South Africa;lineage 4;Sensitive;2013-08
SRR4037697;South Africa;lineage 2;Sensitive;2013-07
SRR4037698;South Africa;lineage 4;Sensitive;2013-08
SRR4037699;South Africa;lineage 4;Sensitive;2013-08
SRR4037700;South Africa;lineage 4;Sensitive;2013-08
SRR4037701;South Africa;lineage 4;Sensitive;2013-08
SRR4037702;South Africa;lineage 4;Sensitive;2013-08
SRR4037703;South Africa;lineage 4;Sensitive;2013-08
SRR4037704;South Africa;lineage 4;Sensitive;2013-08
SRR4037705;South Africa;lineage 4;Sensitive;2013-08
SRR4037706;South Africa;lineage 4;Sensitive;2013-08
SRR4037707;South Africa;lineage 4;Sensitive;2013-08
SRR4037708;South Africa;lineage 4;Sensitive;2013-07
SRR4037709;South Africa;lineage 2;Sensitive;2013-07
SRR4037710;South Africa;lineage 4;Sensitive;2013-08
SRR4037711;South Africa;lineage 4;Sensitive;2013-08
SRR4037712;South Africa;lineage 4;Sensitive;2013-08
SRR4037713;South Africa;lineage 4;Sensitive;2013-08
SRR4037714;South Africa;lineage 4;Sensitive;2013-08
SRR4037715;South Africa;lineage 4;Sensitive;2013-08
SRR4037716;South Africa;lineage 4;Sensitive;2013-08
SRR4037717;South Africa;lineage 4;Sensitive;2013-08
SRR4037718;South Africa;lineage 4;Sensitive;2013-08
SRR4037719;South Africa;lineage 4;Sensitive;2013-08
SRR4037720;South Africa;lineage 2;Sensitive;2013-07
SRR4037721;South Africa;lineage 4;Sensitive;2013-08
SRR4037722;South Africa;lineage 4;Sensitive;2013-08
SRR4037723;South Africa;lineage 4;Sensitive;2013-08
SRR4037724;South Africa;lineage 4;Sensitive;2013-08
SRR4037725;South Africa;lineage 4;Sensitive;2013-08
SRR4037726;South Africa;lineage 4;Sensitive;2013-08
SRR4037727;South Africa;lineage 4;Sensitive;2013-08
SRR4037728;South Africa;lineage 4;Sensitive;2013-08
SRR4037729;South Africa;lineage 4;Sensitive;2013-08
SRR4037730;South Africa;lineage 4;Sensitive;2013-08
SRR4037731;South Africa;lineage 2;Sensitive;2013-07
SRR4037732;South Africa;lineage 4;Sensitive;2013-08
SRR4037733;South Africa;lineage 4;Sensitive;2013-08
SRR4037734;South Africa;lineage 4;Sensitive;2013-08
SRR4037735;South Africa;lineage 4;Sensitive;2013-08
SRR4037736;South Africa;lineage 4;Sensitive;2013-08
SRR4037737;South Africa;lineage 4;Sensitive;2013-08
SRR4037738;South Africa;lineage 4;Sensitive;2013-08
SRR4037739;South Africa;lineage 4;Sensitive;2013-08
SRR4037740;South Africa;lineage 4;Sensitive;2013-08
SRR4037741;South Africa;lineage 4;Sensitive;2013-08
SRR4037742;South Africa;lineage 2;Sensitive;2013-07
SRR4037743;South Africa;lineage 4;Sensitive;2013-08
SRR4037744;South Africa;lineage 4;Sensitive;2013-08
SRR4037745;South Africa;lineage 4;Sensitive;2013-08
SRR4037746;South Africa;lineage 4;Sensitive;2013-08
SRR4037747;South Africa;lineage 4;Sensitive;2013-08
SRR4037748;South Africa;lineage 4;Sensitive;2013-08
SRR4037749;South Africa;lineage 4;Sensitive;2013-08
SRR4037750;South Africa;lineage 4;Sensitive;2013-08
SRR4037751;South Africa;lineage 4;Sensitive;2013-08
SRR4037752;South Africa;lineage 4;Sensitive;2013-08
SRR4037753;South Africa;lineage 2;Sensitive;2013-07
SRR4037754;South Africa;lineage 4;Sensitive;2013-08
SRR4037755;South Africa;lineage 4;Sensitive;2013-08
SRR4037756;South Africa;lineage 4;Sensitive;2013-08
SRR4037757;South Africa;lineage 4;Sensitive;2013-08
SRR4037758;South Africa;lineage 4;Sensitive;2013-08
SRR4037759;South Africa;lineage 4;Sensitive;2013-08
SRR4037760;South Africa;lineage 4;Sensitive;2013-08
SRR4037761;South Africa;lineage 4;Sensitive;2013-08
SRR4037762;South Africa;lineage 4;Sensitive;2013-08
SRR4037763;South Africa;lineage 4;Sensitive;2013-08
SRR4037764;South Africa;lineage 2;Sensitive;2013-07
SRR4037765;South Africa;lineage 4;Sensitive;2013-08
SRR4037766;South Africa;lineage 2;Sensitive;2013-08
SRR4037767;South Africa;lineage 2;Sensitive;2013-08
SRR4037768;South Africa;lineage 2;Sensitive;2013-08
SRR4037769;South Africa;lineage 2;Sensitive;2013-08
SRR4037770;South Africa;lineage 2;Sensitive;2013-08
SRR4037771;South Africa;lineage 2;Sensitive;2013-08
SRR4037772;South Africa;lineage 2;Sensitive;2013-08
SRR4037773;South Africa;lineage 2;Sensitive;2013-08
SRR4037774;South Africa;lineage 2;Sensitive;2013-08
SRR4037775;South Africa;lineage 2;Sensitive;2013-07
SRR4037776;South Africa;lineage 2;Sensitive;2013-08
SRR4037777;South Africa;lineage 2;Sensitive;2013-08
SRR4037778;South Africa;lineage 2;Sensitive;2013-08
SRR4037779;South Africa;lineage 2;Sensitive;2013-08
SRR4037780;South Africa;lineage 2;Sensitive;2013-08
SRR4037781;South Africa;lineage 2;Sensitive;2013-08
SRR4037782;South Africa;lineage 2;Sensitive;2013-08
SRR4037783;South Africa;lineage 2;Sensitive;2013-08
SRR4037784;South Africa;lineage 2;Sensitive;2013-08
SRR4037785;South Africa;lineage 2;Sensitive;2013-08
SRR4037786;South Africa;lineage 2;Sensitive;2013-07
SRR4037787;South Africa;lineage 2;Sensitive;2013-08
SRR4037788;South Africa;lineage 2;Sensitive;2013-08
SRR4037789;South Africa;lineage 2;Sensitive;2013-08
SRR4037790;South Africa;lineage 2;Sensitive;2013-08
SRR4037791;South Africa;lineage 2;Sensitive;2013-08
SRR4037792;South Africa;lineage 2;Sensitive;2013-08
SRR4037793;South Africa;lineage 2;Sensitive;2013-08
SRR4037794;South Africa;lineage 2;Sensitive;2013-08
SRR4037795;South Africa;lineage 2;Sensitive;2013-08
SRR4037796;South Africa;lineage 2;Sensitive;2013-08
SRR4037797;South Africa;lineage 2;Sensitive;2013-07
SRR4037798;South Africa;lineage 2;Sensitive;2013-08
SRR4037799;South Africa;lineage 2;Sensitive;2013-08
SRR4037800;South Africa;lineage 2;Sensitive;2013-08
SRR4037801;South Africa;lineage 2;Sensitive;2013-08
SRR4037802;South Africa;lineage 2;Sensitive;2013-08
SRR4037803;South Africa;lineage 2;Sensitive;2013-08
SRR4037804;South Africa;lineage 2;Sensitive;2013-08
SRR4037805;South Africa;lineage 2;Sensitive;2013-08
SRR4037806;South Africa;lineage 2;Sensitive;2013-08
SRR4037807;South Africa;lineage 2;Sensitive;2013-08
SRR4037808;South Africa;lineage 2;Sensitive;2013-07
SRR4037809;South Africa;lineage 2;Sensitive;2013-08
SRR4037810;South Africa;lineage 2;Sensitive;2013-08
SRR4037811;South Africa;lineage 2;Sensitive;2013-08
SRR4037812;South Africa;lineage 2;Sensitive;2013-08
SRR4037813;South Africa;lineage 2;Sensitive;2013-08
SRR4037814;South Africa;lineage 2;Sensitive;2013-08
SRR4037815;South Africa;lineage 2;Sensitive;2013-08
SRR4037816;South Africa;lineage 2;Sensitive;2013-08
SRR4037817;South Africa;lineage 2;Sensitive;2013-08
SRR4037818;South Africa;lineage 2;Sensitive;2013-08
SRR4037819;South Africa;lineage 4;Sensitive;2013-07
SRR4037820;South Africa;lineage 2;Sensitive;2013-07
SRR4037821;South Africa;lineage 4;Sensitive;2012-09
SRR4037822;South Africa;lineage 4;Sensitive;2012-09
SRR4037823;South Africa;lineage 4;Sensitive;2012-09
SRR4037824;South Africa;lineage 4;Sensitive;2012-09
SRR4037825;South Africa;lineage 4;Sensitive;2012-09
SRR4037826;South Africa;lineage 4;Sensitive;2012-09
SRR4037827;South Africa;lineage 4;Sensitive;2012-09
SRR4037828;South Africa;lineage 4;Sensitive;2012-09
SRR4037829;South Africa;lineage 4;Sensitive;2012-09
SRR4037830;South Africa;lineage 4;Sensitive;2013-08
SRR4037831;South Africa;lineage 2;Sensitive;2013-07
SRR4037832;South Africa;lineage 4;Sensitive;2013-08
SRR4037833;South Africa;lineage 4;Sensitive;2013-08
SRR4037834;South Africa;lineage 4;Sensitive;2013-08
SRR4037835;South Africa;lineage 4;Sensitive;2013-08
SRR4037836;South Africa;lineage 4;Sensitive;2013-08
SRR4037837;South Africa;lineage 4;Sensitive;2013-08
SRR4037838;South Africa;lineage 4;Sensitive;2013-08
SRR4037839;South Africa;lineage 4;Sensitive;2013-08
SRR4037840;South Africa;lineage 4;Sensitive;2013-08
SRR4037841;South Africa;lineage 4;Sensitive;2013-08
SRR4037842;South Africa;lineage 2;Sensitive;2013-07
SRR4037843;South Africa;lineage 4;Sensitive;2013-08
SRR4037844;South Africa;lineage 4;Sensitive;2013-08
SRR4037845;South Africa;lineage 4;Sensitive;2013-08
SRR4037846;South Africa;lineage 4;Sensitive;2013-08
SRR4037847;South Africa;lineage 4;Sensitive;2013-08
SRR4037848;South Africa;lineage 4;Sensitive;2013-08
SRR4037849;South Africa;lineage 4;Sensitive;2013-08
SRR4037850;South Africa;lineage 4;Sensitive;2013-08
SRR4037851;South Africa;lineage 4;Sensitive;2013-08
SRR4037852;South Africa;lineage 4;Sensitive;2013-08
SRR4037853;South Africa;lineage 2;Sensitive;2013-07
SRR4037854;South Africa;lineage 4;Sensitive;2013-08
SRR4037855;South Africa;lineage 4;Sensitive;2013-08
SRR4037856;South Africa;lineage 4;Sensitive;2013-08
SRR4037857;South Africa;lineage 4;Sensitive;2013-08
SRR4037858;South Africa;lineage 4;Sensitive;2013-08
SRR4037859;South Africa;lineage 4;Sensitive;2013-08
SRR4037860;South Africa;lineage 4;Sensitive;2013-08
SRR4037861;South Africa;lineage 4;Sensitive;2013-08
SRR4037862;South Africa;lineage 4;Sensitive;2013-08
SRR4037863;South Africa;lineage 4;Sensitive;2013-08
SRR4037864;South Africa;lineage 2;Sensitive;2013-07
SRR4037865;South Africa;lineage 4;Sensitive;2013-08
SRR4037866;South Africa;lineage 4;Sensitive;2013-08
SRR4037867;South Africa;lineage 4;Sensitive;2013-08
SRR4037869;South Africa;lineage 4;Sensitive;2013-08
SRR4037870;South Africa;lineage 4;Sensitive;2013-08
SRR4037871;South Africa;lineage 4;Sensitive;2013-08
SRR4037872;South Africa;lineage 4;Sensitive;2013-08
SRR4037873;South Africa;lineage 4;Sensitive;2013-08
SRR4037874;South Africa;lineage 4;Sensitive;2013-08
SRR4037875;South Africa;lineage 2;Sensitive;2013-07
SRR4037876;South Africa;lineage 4;Sensitive;2013-08
SRR4037877;South Africa;lineage 4;Sensitive;2013-08
SRR4037878;South Africa;lineage 4;Sensitive;2013-08
SRR4037879;South Africa;lineage 4;Sensitive;2013-08
SRR4037880;South Africa;lineage 4;Sensitive;2013-08
SRR4037881;South Africa;lineage 4;Sensitive;2013-08
SRR4037882;South Africa;lineage 4;Sensitive;2013-08
SRR4037883;South Africa;lineage 4;Sensitive;2013-08
SRR4037884;South Africa;lineage 4;Sensitive;2013-08
SRR4037885;South Africa;lineage 4;Sensitive;2013-08
SRR4037886;South Africa;lineage 2;Sensitive;2013-07
SRR4037887;South Africa;lineage 4;Sensitive;2013-08
SRR4037888;South Africa;lineage 4;Sensitive;2013-08
SRR4037889;South Africa;lineage 4;Sensitive;2013-08
SRR4037890;South Africa;lineage 4;Sensitive;2013-08
SRR4037891;South Africa;lineage 4;Sensitive;2013-08
SRR4037892;South Africa;lineage 4;Sensitive;2013-08
SRR4037893;South Africa;lineage 4;Sensitive;2013-08
SRR4037894;South Africa;lineage 4;Sensitive;2013-08
SRR4037895;South Africa;lineage 4;Sensitive;2013-08
SRR4037896;South Africa;lineage 4;Sensitive;2013-08
SRR4037897;South Africa;lineage 2;Sensitive;2013-07
SRR4037898;South Africa;lineage 4;Sensitive;2013-08
SRR4037899;South Africa;lineage 4;Sensitive;2013-08
SRR4037900;South Africa;lineage 4;Sensitive;2013-08
SRR4037901;South Africa;lineage 4;Sensitive;2013-08
SRR4037902;South Africa;lineage 4;Sensitive;2013-08
SRR4037903;South Africa;lineage 4;Sensitive;2013-08
SRR4037904;South Africa;lineage 4;Sensitive;2013-08
SRR4037905;South Africa;lineage 4;Sensitive;2013-08
SRR4037906;South Africa;lineage 4;Sensitive;2013-08
SRR4037907;South Africa;lineage 4;Sensitive;2013-08
SRR4037908;South Africa;lineage 2;Sensitive;2013-07
SRR4037909;South Africa;lineage 4;Sensitive;2013-08
SRR4037910;South Africa;lineage 4;Sensitive;2013-08
SRR4037911;South Africa;lineage 4;Sensitive;2013-08
SRR4037912;South Africa;lineage 4;Sensitive;2013-08
SRR4037913;South Africa;lineage 4;Sensitive;2013-08
SRR4037914;South Africa;lineage 4;Sensitive;2013-08
SRR4037915;South Africa;lineage 4;Sensitive;2013-08
SRR4037916;South Africa;lineage 4;Sensitive;2013-08
SRR4037917;South Africa;lineage 4;Sensitive;2013-08
SRR4037918;South Africa;lineage 4;Sensitive;2013-08
SRR4037919;South Africa;lineage 2;Sensitive;2013-07
SRR4037920;South Africa;lineage 4;Sensitive;2013-08
SRR4037921;South Africa;lineage 4;Sensitive;2013-08
SRR4037922;South Africa;lineage 4;Sensitive;2013-08
SRR4037923;South Africa;lineage 4;Sensitive;2013-08
SRR4037924;South Africa;lineage 4;Sensitive;2013-08
SRR4037925;South Africa;lineage 4;Sensitive;2013-08
SRR4037926;South Africa;lineage 4;Sensitive;2013-08
SRR4037927;South Africa;lineage 4;Sensitive;2013-08
SRR4037928;South Africa;lineage 4;Sensitive;2013-08
SRR4037929;South Africa;lineage 4;Sensitive;2013-07
SRR4037930;South Africa;lineage 2;Sensitive;2013-07
SRR4037931;South Africa;lineage 2;Sensitive;2013-07
SRR4037932;South Africa;lineage 2;Sensitive;2013-07
SRR4037933;South Africa;lineage 2;Sensitive;2013-07
SRR4037934;South Africa;lineage 2;Sensitive;2013-07
SRR4037935;South Africa;lineage 2;Sensitive;2013-07
SRR4037936;South Africa;lineage 2;Sensitive;2013-07
SRR4037937;South Africa;lineage 2;Sensitive;2013-07
SRR4037938;South Africa;lineage 2;Sensitive;2013-07
SRR4037939;South Africa;lineage 2;Sensitive;2013-07
SRR4037940;South Africa;lineage 4;Sensitive;2013-07
SRR4037941;South Africa;lineage 2;Sensitive;2013-07
SRR4037942;South Africa;lineage 2;Sensitive;2013-07
SRR4037943;South Africa;lineage 2;Sensitive;2013-07
SRR4037944;South Africa;lineage 2;Sensitive;2013-07
SRR4037945;South Africa;lineage 2;Sensitive;2013-07
SRR4037946;South Africa;lineage 2;Sensitive;2013-07
SRR4037947;South Africa;lineage 2;Sensitive;2013-07
SRR4037948;South Africa;lineage 2;Sensitive;2013-07
SRR4037949;South Africa;lineage 2;Sensitive;2013-07
SRR4037950;South Africa;lineage 2;Sensitive;2013-07
SRR4037951;South Africa;lineage 4;Sensitive;2013-07
SRR4037952;South Africa;lineage 2;Sensitive;2013-07
SRR4037953;South Africa;lineage 2;Sensitive;2013-07
SRR4037954;South Africa;lineage 2;Sensitive;2013-07
SRR4037955;South Africa;lineage 2;Sensitive;2013-07
SRR4037956;South Africa;lineage 2;Sensitive;2013-07
SRR4037957;South Africa;lineage 2;Sensitive;2013-07
SRR4037958;South Africa;lineage 2;Sensitive;2013-07
SRR4037960;South Africa;lineage 2;Sensitive;2013-07
SRR4037961;South Africa;lineage 2;Sensitive;2013-07
SRR4037962;South Africa;lineage 2;Sensitive;2013-07
SRR4037963;South Africa;lineage 4;Sensitive;2013-07
SRR4037964;South Africa;lineage 2;Sensitive;2013-07
SRR4037965;South Africa;lineage 2;Sensitive;2013-07
SRR4037966;South Africa;lineage 2;Sensitive;2013-07
SRR4037967;South Africa;lineage 2;Sensitive;2013-07
SRR4037968;South Africa;lineage 2;Sensitive;2013-07
SRR4037969;South Africa;lineage 2;Sensitive;2013-07
SRR4037970;South Africa;lineage 2;Sensitive;2013-07
SRR4037971;South Africa;lineage 2;Sensitive;2013-07
SRR4037972;South Africa;lineage 2;Sensitive;2013-07
SRR4037973;South Africa;lineage 2;Sensitive;2013-07
SRR4037974;South Africa;lineage 4;Sensitive;2013-07
SRR4037975;South Africa;lineage 2;Sensitive;2013-07
SRR4037976;South Africa;lineage 2;Sensitive;2013-07
SRR4037977;South Africa;lineage 2;Sensitive;2013-07
SRR4037978;South Africa;lineage 2;Sensitive;2013-07
SRR4037979;South Africa;lineage 2;Sensitive;2013-07
SRR4037980;South Africa;lineage 2;Sensitive;2013-07
SRR4037981;South Africa;lineage 2;Sensitive;2013-07
SRR4037982;South Africa;lineage 2;Sensitive;2013-07
SRR4037983;South Africa;lineage 2;Sensitive;2013-07
SRR4037984;South Africa;lineage 2;Sensitive;2013-07
SRR3055711;South Africa;lineage 4;Sensitive;1996
SRR3055715;South Africa;lineage 2;Sensitive;2002
SRR3055717;South Africa;lineage 4;Sensitive;2006
SRR3055719;South Africa;lineage 4;Sensitive;2005
ERR1873480;South Africa;lineage 2;Sensitive;2011
ERR3340696;South Africa;lineage 4;Sensitive;1996
ERR3340701;South Africa;lineage 4;Sensitive;1996
ERR3340704;South Africa;lineage 4;Sensitive;1996
ERR3340705;South Africa;lineage 4;Sensitive;1996
ERR3340709;South Africa;lineage 2;Sensitive;1996
ERR3340713;South Africa;lineage 4;Sensitive;1996
ERR3340715;South Africa;lineage 2;Sensitive;1996
ERR3340718;South Africa;lineage 4;Sensitive;1996
ERR3340719;South Africa;lineage 4;Sensitive;1996
ERR3340721;South Africa;lineage 2;Sensitive;1996
ERR3340722;South Africa;lineage 4;Sensitive;1996
ERR3340723;South Africa;lineage 2;Sensitive;1996
ERR3340725;South Africa;lineage 2;Sensitive;1996
ERR3340727;South Africa;lineage 2;Sensitive;1996
ERR3340728;South Africa;lineage 4;Sensitive;1996
ERR3340730;South Africa;lineage 4;Sensitive;1996
ERR3340733;South Africa;lineage 4;Sensitive;1996
ERR3340734;South Africa;lineage 2;Sensitive;1996
ERR3340735;South Africa;lineage 4;Sensitive;1996
ERR3340740;South Africa;lineage 4;Sensitive;1996
ERR3340741;South Africa;lineage 4;Sensitive;1996
ERR3340742;South Africa;lineage 4;Sensitive;1996
ERR3340744;South Africa;lineage 2;Sensitive;1996
ERR1633775;South Africa;lineage 4;Sensitive;2010
ERR1633776;South Africa;lineage 4;Sensitive;2010
ERR1633777;South Africa;lineage 2;Sensitive;2010
ERR1633778;South Africa;lineage 4;Sensitive;2010
ERR1633779;South Africa;lineage 4;Sensitive;2010
ERR1633781;South Africa;lineage 4;Sensitive;2010
ERR1633782;South Africa;lineage 4;Sensitive;2010
ERR1633783;South Africa;lineage 4;Sensitive;2010
ERR1633784;South Africa;lineage 4;Sensitive;2010
ERR1633785;South Africa;lineage 4;Sensitive;2010
ERR1633786;South Africa;lineage 4;Sensitive;2010
ERR1633787;South Africa;lineage 4;Sensitive;2010
ERR1633788;South Africa;lineage 4;Sensitive;2010
ERR1633789;South Africa;lineage 4;Sensitive;2010
ERR1633790;South Africa;lineage 4;Sensitive;2010
ERR1633791;South Africa;lineage 2;Sensitive;2010
ERR1633792;South Africa;lineage 4;Sensitive;2010
ERR1633793;South Africa;lineage 4;Sensitive;2010
ERR1633794;South Africa;lineage 4;Sensitive;2010
ERR1633795;South Africa;lineage 4;Sensitive;2010
ERR1633797;South Africa;lineage 2;Sensitive;2010
ERR1633798;South Africa;lineage 4;Sensitive;2010
ERR1633799;South Africa;lineage 4;Sensitive;2010
ERR1633800;South Africa;lineage 2;Sensitive;2010
ERR1633801;South Africa;lineage 4;Sensitive;2010
ERR1633802;South Africa;lineage 4;Sensitive;2010
ERR1633803;South Africa;lineage 4;Sensitive;2010
ERR1633804;South Africa;lineage 4;Sensitive;2010
ERR1633805;South Africa;lineage 4;Sensitive;2010
ERR1633806;South Africa;lineage 4;Sensitive;2010
ERR1633807;South Africa;lineage 4;Sensitive;2010
ERR1633808;South Africa;lineage 4;Sensitive;2010
ERR1633809;South Africa;lineage 2;Sensitive;2010
ERR1633810;South Africa;lineage 4;Sensitive;2010
ERR1633811;South Africa;lineage 4;Sensitive;2010
ERR1633812;South Africa;lineage 4;Sensitive;2010
ERR1633813;South Africa;lineage 4;Sensitive;2010
ERR1633814;South Africa;lineage 4;Sensitive;2010
ERR1633815;South Africa;lineage 3;Sensitive;2010
ERR1633816;South Africa;lineage 2;Sensitive;2010
ERR1633817;South Africa;lineage 4;Sensitive;2010
ERR1633818;South Africa;lineage 4;Sensitive;2010
ERR1633820;South Africa;lineage 4;Sensitive;2010
ERR1633821;South Africa;lineage 4;Sensitive;2010
ERR1633822;South Africa;lineage 2;Sensitive;2010
ERR1633823;South Africa;lineage 2;Sensitive;2010
ERR1633824;South Africa;lineage 2;Sensitive;2010
ERR1633825;South Africa;lineage 4;Sensitive;2010
ERR1633826;South Africa;lineage 4;Sensitive;2010
ERR1633827;South Africa;lineage 4;Sensitive;2010
ERR1633828;South Africa;lineage 2;Sensitive;2010
ERR1633829;South Africa;lineage 2;Sensitive;2010
ERR1633830;South Africa;lineage 4;Sensitive;2010
ERR1633831;South Africa;lineage 2;Sensitive;2010
ERR1633832;South Africa;lineage 4;Sensitive;2010
ERR1633833;South Africa;lineage 4;Sensitive;2010
ERR1633834;South Africa;lineage 3;Sensitive;2010
ERR1633835;South Africa;lineage 2;Sensitive;2010
ERR1633836;South Africa;lineage 2;Sensitive;2010
ERR1633837;South Africa;lineage 4;Sensitive;2010
ERR1633838;South Africa;lineage 4;Sensitive;2010
ERR1633840;South Africa;lineage 2;Sensitive;2010
ERR1633841;South Africa;lineage 4;Sensitive;2010
ERR1633842;South Africa;lineage 4;Sensitive;2010
ERR1633843;South Africa;lineage 2;Sensitive;2010
ERR1633844;South Africa;lineage 2;Sensitive;2010
ERR1633845;South Africa;lineage 4;Sensitive;2010
ERR1633846;South Africa;lineage 4;Sensitive;2010
ERR1633847;South Africa;lineage 4;Sensitive;2010
