Name;Country;Lineage;Drug;Collected_Date
ERR6397155;Ethiopia;lineage 3;Mono;2018
ERR2706950;Congo;lineage 5;MDR;2006
SRR12882020;Tanzania;lineage 3;Sensitive;2014
ERR2706910;Congo;lineage 5;MDR;2005
ERR2706911;Congo;lineage 4;Mono;2005
ERR2706913;Congo;lineage 4;MDR;2005
ERR2706914;Congo;lineage 5;MDR;2005
ERR2706915;Congo;lineage 4;MDR;2005
ERR2706916;Congo;lineage 4;Mono;2005
ERR2706918;Congo;lineage 4;MDR;2005
ERR2706919;Congo;lineage 4;MDR;2006
ERR2706920;Congo;lineage 4;MDR;2006
ERR2706921;Congo;lineage 4;MDR;2006
ERR2706922;Congo;lineage 4;MDR;2006
ERR2706924;Congo;lineage 4;MDR;2006
ERR2706925;Congo;lineage 4;MDR;2006
ERR2706926;Congo;lineage 4;MDR;2006
ERR2706928;Congo;lineage 5;MDR;2006
ERR2706929;Congo;lineage 4;MDR;2006
ERR2706930;Congo;lineage 5;MDR;2006
ERR2706932;Congo;lineage 4;MDR;2006
ERR2706933;Congo;lineage 4;Mono;2006
ERR2706934;Congo;lineage 4;MDR;2006
ERR2706936;Congo;lineage 4;Mono;2006
ERR2706937;Congo;lineage 4;MDR;2006
ERR2706938;Congo;lineage 4;Mono;2006
ERR2706939;Congo;lineage 4;Mono;2006
ERR2706940;Congo;lineage 4;MDR;2006
ERR2706941;Congo;lineage 4;Mono;2006
ERR2706942;Congo;lineage 4;MDR;2006
ERR2706945;Congo;lineage 5;MDR;2006
ERR2706946;Congo;lineage 4;MDR;2006
ERR2706947;Congo;lineage 4;MDR;2006
ERR2706948;Congo;lineage 4;Mono;2006
ERR2706949;Congo;lineage 4;MDR;2006
ERR2706951;Congo;lineage 4;MDR;2006
ERR2706952;Congo;lineage 4;MDR;2006
ERR2706956;Congo;lineage 4;MDR;2006
ERR2706957;Congo;lineage 4;MDR;2006
ERR2706958;Congo;lineage 4;MDR;2006
ERR2706959;Congo;lineage 4;MDR;2006
ERR2706960;Congo;lineage 4;MDR;2006
ERR2706962;Congo;lineage 4;Mono;2006
ERR2706963;Congo;lineage 4;MDR;2006
ERR2706964;Congo;lineage 4;MDR;2006
ERR2706965;Congo;lineage 4;MDR;2006
ERR2706967;Congo;lineage 4;Mono;2006
ERR2706968;Congo;lineage 4;MDR;2006
ERR2706969;Congo;lineage 4;MDR;2006
ERR2706970;Congo;lineage 4;MDR;2006
ERR2706971;Congo;lineage 4;Mono;2006
ERR2706972;Congo;lineage 4;MDR;2006
ERR2706973;Congo;lineage 4;Mono;2006
ERR2706974;Congo;lineage 4;Mono;2006
ERR2706975;Congo;lineage 4;MDR;2006
ERR2706976;Congo;lineage 4;MDR;2006
ERR2706978;Congo;lineage 5;MDR;2006
ERR2706979;Congo;lineage 4;MDR;2006
ERR2706981;Congo;lineage 4;Mono;2006
ERR2706982;Congo;lineage 4;MDR;2006
ERR2706983;Congo;lineage 4;Mono;2006
ERR2706984;Congo;lineage 4;MDR;2006
ERR2706985;Congo;lineage 4;MDR;2006
ERR2706986;Congo;lineage 4;MDR;2006
ERR2706987;Congo;lineage 4;MDR;2006
ERR2706988;Congo;lineage 4;MDR;2006
ERR2706989;Congo;lineage 4;MDR;2006
ERR2706990;Congo;lineage 4;MDR;2006
ERR2706992;Congo;lineage 4;MDR;2006
ERR2706993;Congo;lineage 4;MDR;2006
ERR2706994;Congo;lineage 4;Mono;2007
ERR2706995;Congo;lineage 4;MDR;2007
ERR2706997;Congo;lineage 4;MDR;2007
ERR2706998;Congo;lineage 4;MDR;2007
ERR2707000;Congo;lineage 4;Mono;2007
ERR2707001;Congo;lineage 4;MDR;2007
ERR2707002;Congo;lineage 5;MDR;2007
ERR2707003;Congo;lineage 4;MDR;2007
ERR2707004;Congo;lineage 4;MDR;2007
ERR2707005;Congo;lineage 4;MDR;2007
ERR2707006;Congo;lineage 4;MDR;2007
ERR2707007;Congo;lineage 4;Mono;2007
ERR2707008;Congo;lineage 4;Mono;2007
ERR2707009;Congo;lineage 4;MDR;2007
ERR2707010;Congo;lineage 4;Mono;2007
ERR2707012;Congo;lineage 4;MDR;2007
ERR2707013;Congo;lineage 4;MDR;2007
ERR2707015;Congo;lineage 5;MDR;2007
ERR2707016;Congo;lineage 4;MDR;2007
ERR2707017;Congo;lineage 4;MDR;2007
ERR2707018;Congo;lineage 4;MDR;2007
ERR2707019;Congo;lineage 4;MDR;2007
ERR2707020;Congo;lineage 4;MDR;2007
ERR2707021;Congo;lineage 4;MDR;2007
ERR2707023;Congo;lineage 4;MDR;2007
ERR2707024;Congo;lineage 4;MDR;2007
ERR2707025;Congo;lineage 4;MDR;2007
ERR2707026;Congo;lineage 4;MDR;2007
ERR2707028;Congo;lineage 4;MDR;2007
ERR2707029;Congo;lineage 4;Mono;2007
ERR2707030;Congo;lineage 4;MDR;2007
ERR2707032;Congo;lineage 4;MDR;2007
ERR2707033;Congo;lineage 4;Other*;2007
ERR2707034;Congo;lineage 4;MDR;2007
ERR2707035;Congo;lineage 5;MDR;2007
ERR2707036;Congo;lineage 4;MDR;2007
ERR2707037;Congo;lineage 4;MDR;2007
ERR2707038;Congo;lineage 4;MDR;2007
ERR2707041;Congo;lineage 4;Mono;2007
ERR2707042;Congo;lineage 4;MDR;2007
ERR2707043;Congo;lineage 4;MDR;2007
ERR2707045;Congo;lineage 4;MDR;2007
ERR2707046;Congo;lineage 4;MDR;2007
ERR2707047;Congo;lineage 4;MDR;2007
ERR2707051;Congo;lineage 4;MDR;2007
ERR2707052;Congo;lineage 4;MDR;2007
ERR2707053;Congo;lineage 4;MDR;2007
ERR2707055;Congo;lineage 4;Mono;2007
ERR2707056;Congo;lineage 4;MDR;2007
ERR2707057;Congo;lineage 4;MDR;2007
ERR2707058;Congo;lineage 4;MDR;2007
ERR2707059;Congo;lineage 4;MDR;2007
ERR2707060;Congo;lineage 4;MDR;2007
ERR2707061;Congo;lineage 4;MDR;2007
ERR2707062;Congo;lineage 4;MDR;2007
ERR2707063;Congo;lineage 4;Mono;2007
ERR2707064;Congo;lineage 4;Mono;2007
ERR2707066;Congo;lineage 5;MDR;2007
ERR2707067;Congo;lineage 5;MDR;2007
ERR2707068;Congo;lineage 4;Mono;2007
ERR2707069;Congo;lineage 4;MDR;2007
ERR2707070;Congo;lineage 4;MDR;2007
ERR2707071;Congo;lineage 4;MDR;2007
ERR2707072;Congo;lineage 4;Pre-XDR;2007
ERR2707073;Congo;lineage 4;Mono;2007
ERR2707074;Congo;lineage 4;Mono;2007
ERR2707075;Congo;lineage 4;MDR;2007
ERR2707076;Congo;lineage 4;MDR;2007
ERR2707077;Congo;lineage 4;MDR;2007
ERR2707078;Congo;lineage 4;MDR;2007
ERR2707079;Congo;lineage 4;MDR;2007
ERR2707080;Congo;lineage 4;MDR;2007
ERR2707081;Congo;lineage 4;MDR;2007
ERR2707083;Congo;lineage 4;MDR;2007
ERR2707084;Congo;lineage 4;MDR;2007
ERR2707085;Congo;lineage 4;MDR;2007
ERR2707086;Congo;lineage 4;MDR;2007
ERR2707087;Congo;lineage 4;Mono;2007
ERR2707088;Congo;lineage 4;MDR;2007
ERR2707089;Congo;lineage 4;Mono;2007
ERR2707090;Congo;lineage 4;MDR;2008
ERR2707091;Congo;lineage 4;MDR;2008
ERR2707093;Congo;lineage 4;MDR;2008
ERR2707095;Congo;lineage 4;MDR;2008
ERR2707096;Congo;lineage 4;MDR;2008
ERR2707097;Congo;lineage 5;MDR;2008
ERR2707098;Congo;lineage 4;Mono;2008
ERR2707099;Congo;lineage 4;MDR;2008
ERR2707100;Congo;lineage 4;Mono;2008
ERR2707101;Congo;lineage 4;MDR;2008
ERR2707102;Congo;lineage 4;MDR;2008
ERR2707103;Congo;lineage 4;MDR;2008
ERR2707104;Congo;lineage 4;MDR;2008
ERR2707105;Congo;lineage 4;MDR;2008
ERR2707107;Congo;lineage 4;MDR;2008
ERR2707109;Congo;lineage 4;Mono;2008
ERR2707111;Congo;lineage 4;Mono;2008
ERR2707112;Congo;lineage 4;MDR;2008
ERR2707113;Congo;lineage 4;MDR;2008
ERR2707114;Congo;lineage 4;Mono;2008
ERR2707115;Congo;lineage 4;Mono;2008
ERR2707116;Congo;lineage 4;Mono;2008
ERR2707118;Congo;lineage 4;MDR;2008
ERR2707119;Congo;lineage 4;MDR;2008
ERR2707120;Congo;lineage 4;Mono;2008
ERR2707122;Congo;lineage 2;MDR;2008
ERR2707123;Congo;lineage 4;MDR;2008
ERR2707124;Congo;lineage 4;MDR;2008
ERR2707125;Congo;lineage 4;Mono;2008
ERR2707126;Congo;lineage 4;MDR;2008
ERR2707127;Congo;lineage 4;MDR;2008
ERR2707129;Congo;lineage 4;Mono;2008
ERR2707130;Congo;lineage 4;MDR;2008
ERR2707131;Congo;lineage 4;MDR;2008
ERR2707132;Congo;lineage 4;MDR;2008
ERR2707133;Congo;lineage 4;MDR;2008
ERR2707134;Congo;lineage 4;MDR;2008
ERR2707135;Congo;lineage 4;MDR;2008
ERR2707136;Congo;lineage 4;MDR;2008
ERR2707137;Congo;lineage 4;Mono;2008
ERR2707138;Congo;lineage 5;MDR;2008
ERR2707139;Congo;lineage 4;Mono;2008
ERR2707140;Congo;lineage 4;MDR;2008
ERR2707141;Congo;lineage 4;MDR;2008
ERR2707142;Congo;lineage 4;MDR;2008
ERR2707143;Congo;lineage 4;MDR;2008
ERR2707144;Congo;lineage 4;Mono;2008
ERR2707145;Congo;lineage 4;Mono;2008
ERR2707146;Congo;lineage 4;MDR;2008
ERR2707148;Congo;lineage 4;MDR;2008
ERR2707149;Congo;lineage 4;MDR;2008
ERR2707150;Congo;lineage 4;MDR;2008
ERR2707151;Congo;lineage 4;Mono;2008
ERR2707152;Congo;lineage 4;MDR;2008
ERR2707153;Congo;lineage 4;MDR;2008
ERR2707155;Congo;lineage 4;MDR;2008
ERR2707156;Congo;lineage 4;MDR;2008
ERR2707157;Congo;lineage 4;MDR;2008
ERR2707159;Congo;lineage 4;MDR;2008
ERR2707160;Congo;lineage 4;MDR;2008
ERR2707161;Congo;lineage 4;MDR;2008
ERR2707162;Congo;lineage 4;MDR;2008
ERR2707163;Congo;lineage 4;Mono;2008
ERR2707164;Congo;lineage 4;MDR;2008
ERR2707165;Congo;lineage 4;MDR;2009
ERR2707166;Congo;lineage 4;Mono;2009
ERR2707167;Congo;lineage 4;Mono;2009
ERR2707168;Congo;lineage 4;Mono;2009
ERR2707169;Congo;lineage 4;Pre-XDR;2009
ERR2707170;Congo;lineage 5;MDR;2009
ERR2707171;Congo;lineage 4;MDR;2009
ERR2707172;Congo;lineage 4;MDR;2009
ERR2707173;Congo;lineage 4;Mono;2009
ERR2707174;Congo;lineage 4;MDR;2009
ERR2707176;Congo;lineage 4;Mono;2009
ERR2707178;Congo;lineage 4;MDR;2009
ERR2707179;Congo;lineage 4;MDR;2009
ERR2707180;Congo;lineage 4;Mono;2009
ERR2707181;Congo;lineage 4;MDR;2009
ERR2707182;Congo;lineage 4;MDR;2009
ERR2707183;Congo;lineage 4;Mono;2009
ERR2707185;Congo;lineage 4;Mono;2009
ERR2707187;Congo;lineage 4;Mono;2009
ERR2707188;Congo;lineage 4;MDR;2009
ERR2707189;Congo;lineage 4;MDR;2009
ERR2707190;Congo;lineage 4;MDR;2009
ERR2707191;Congo;lineage 4;MDR;2009
ERR2707192;Congo;lineage 4;MDR;2009
ERR2707193;Congo;lineage 4;Mono;2009
ERR2707196;Congo;lineage 4;MDR;2009
ERR2707197;Congo;lineage 4;Mono;2009
ERR2707198;Congo;lineage 4;Mono;2009
ERR2707199;Congo;lineage 4;Mono;2009
ERR2707200;Congo;lineage 4;Mono;2009
ERR2707201;Congo;lineage 4;MDR;2009
ERR2707202;Congo;lineage 4;MDR;2009
ERR2707203;Congo;lineage 4;Mono;2009
ERR2707204;Congo;lineage 4;MDR;2009
ERR2707205;Congo;lineage 4;Mono;2009
ERR2707206;Congo;lineage 4;MDR;2009
ERR2707207;Congo;lineage 4;MDR;2009
ERR2707208;Congo;lineage 4;Mono;2009
ERR2707209;Congo;lineage 4;MDR;2009
ERR2707210;Congo;lineage 4;MDR;2009
ERR2707211;Congo;lineage 4;Mono;2009
ERR2707212;Congo;lineage 4;MDR;2009
ERR2707214;Congo;lineage 4;MDR;2010
ERR2707215;Congo;lineage 4;Mono;2010
ERR2707216;Congo;lineage 4;Mono;2010
ERR2707218;Congo;lineage 4;MDR;2010
ERR2707219;Congo;lineage 4;Mono;2010
ERR2707220;Congo;lineage 4;MDR;2010
ERR2707221;Congo;lineage 4;Mono;2010
ERR2707222;Congo;lineage 4;MDR;2010
ERR2707223;Congo;lineage 4;MDR;2010
ERR2707224;Congo;lineage 4;MDR;2010
ERR2707225;Congo;lineage 4;MDR;2010
ERR2707227;Congo;lineage 4;MDR;2010
ERR2707228;Congo;lineage 4;MDR;2010
ERR2707229;Congo;lineage 4;MDR;2010
ERR2707230;Congo;lineage 4;Mono;2010
ERR2707231;Congo;lineage 4;MDR;2010
ERR2707232;Congo;lineage 4;Mono;2010
ERR2707233;Congo;lineage 4;MDR;2010
SRR3082072;Djibouti;lineage 1;Mono;2014
SRR3082073;Djibouti;lineage 4;MDR;2014
SRR3082074;Djibouti;lineage 1;MDR;2014
SRR3082075;Djibouti;lineage 1;MDR;2014
SRR3082076;Djibouti;lineage 4;Pre-XDR;2014
SRR3082077;Djibouti;lineage 4;MDR;2014
SRR3082079;Djibouti;lineage 3;MDR;2014
SRR3082080;Djibouti;lineage 4;MDR;2014
SRR3082081;Djibouti;lineage 3;MDR;2014
SRR3082082;Djibouti;lineage 2;MDR;2014
SRR3082083;Djibouti;lineage 1;Mono;2014
SRR3082084;Djibouti;lineage 3;Mono;2014
SRR3082085;Djibouti;lineage 4;Pre-XDR;2014
SRR3082086;Djibouti;lineage 4;Pre-XDR;2014
SRR3082087;Djibouti;lineage 3;MDR;2014
SRR3082088;Djibouti;lineage 2;Other*;2014
SRR3082090;Djibouti;lineage 1;Mono;2014
SRR3082091;Djibouti;lineage 3;Mono;2014
SRR3082092;Djibouti;lineage 3;MDR;2014
SRR3082093;Djibouti;lineage 3;MDR;2014
SRR3082094;Djibouti;lineage 1;MDR;2014
SRR3082137;Djibouti;lineage 4;MDR;2014
SRR3085308;Djibouti;lineage 1;Mono;2014
SRR3085309;Djibouti;lineage 1;MDR;2014
SRR3085310;Djibouti;lineage 1;Pre-XDR;2014
SRR3085311;Djibouti;lineage 1;MDR;2014
SRR3085312;Djibouti;lineage 1;MDR;2014
SRR3085330;Djibouti;lineage 1;Mono;2014
SRR3085331;Djibouti;lineage 4;MDR;2014
SRR3085333;Djibouti;lineage 3;MDR;2014
SRR3085334;Djibouti;lineage 4;MDR;2014
SRR3085335;Djibouti;lineage 3;MDR;2014
SRR3085336;Djibouti;lineage 3;Mono;2014
SRR3085337;Djibouti;lineage 4;Pre-XDR;2014
SRR3085338;Djibouti;lineage 4;Pre-XDR;2014
SRR3085339;Djibouti;lineage 2;Other*;2014
SRR3085340;Djibouti;lineage 3;Mono;2014
SRR3085342;Djibouti;lineage 3;MDR;2014
SRR3086378;Djibouti;lineage 1;Mono;2014
ERR7732707;Ethiopia;lineage 4;MDR;2014
ERR7732708;Ethiopia;lineage 4;MDR;2017
ERR7737624;Ethiopia;lineage 4;MDR;2014
ERR7737625;Ethiopia;lineage 3;MDR;2014
ERR7737630;Ethiopia;lineage 3;MDR;2014
ERR7737632;Ethiopia;lineage 3;MDR;2013
ERR7737635;Ethiopia;lineage 3;MDR;2015
ERR7737644;Ethiopia;lineage 4;MDR;2013
ERR7737646;Ethiopia;lineage 3;MDR;2013
ERR7737647;Ethiopia;lineage 4;MDR;2015
ERR7737651;Ethiopia;lineage 3;MDR;2014
ERR7737653;Ethiopia;lineage 3;MDR;2014
ERR7737654;Ethiopia;lineage 4;MDR;2014
ERR7737656;Ethiopia;lineage 4;MDR;2014
ERR7737662;Ethiopia;lineage 4;MDR;2015
ERR7737668;Ethiopia;lineage 3;MDR;2013
ERR7737670;Ethiopia;lineage 4;MDR;2014
ERR7737675;Ethiopia;lineage 4;MDR;2014
ERR7737680;Ethiopia;lineage 4;MDR;2014
ERR7737682;Ethiopia;lineage 4;MDR;2014
ERR7737683;Ethiopia;lineage 4;MDR;2014
ERR7737685;Ethiopia;lineage 4;MDR;2014
ERR7737687;Ethiopia;lineage 3;MDR;2013
ERR7737694;Ethiopia;lineage 3;MDR;2017
ERR7737695;Ethiopia;lineage 3;MDR;2014
ERR7737701;Ethiopia;lineage 3;MDR;2013
ERR7737703;Ethiopia;lineage 3;MDR;2014
ERR7737707;Ethiopia;lineage 4;MDR;2014
ERR7737718;Ethiopia;lineage 4;MDR;2013
ERR7737720;Ethiopia;lineage 4;MDR;2014
ERR7737722;Ethiopia;lineage 4;MDR;2014
ERR7737724;Ethiopia;lineage 4;MDR;2014
ERR7737727;Ethiopia;lineage 4;MDR;2014
ERR7737729;Ethiopia;lineage 4;MDR;2015
ERR7737735;Ethiopia;lineage 4;MDR;2014
ERR7737739;Ethiopia;lineage 4;MDR;2014
ERR7737741;Ethiopia;lineage 3;MDR;2014
ERR7737742;Ethiopia;lineage 3;MDR;2014
ERR7737744;Ethiopia;lineage 3;MDR;2013
ERR7737745;Ethiopia;lineage 4;MDR;2014
ERR7737748;Ethiopia;lineage 4;MDR;2013
ERR7737753;Ethiopia;lineage 7;Mono;2015
ERR7737754;Ethiopia;lineage 3;MDR;2014
ERR7737756;Ethiopia;lineage 4;MDR;2015
ERR7737765;Ethiopia;lineage 3;MDR;2013
ERR7737769;Ethiopia;lineage 4;MDR;2015
ERR7737772;Ethiopia;lineage 4;MDR;2015
ERR7737773;Ethiopia;lineage 3;MDR;2013
ERR7737776;Ethiopia;lineage 4;MDR;2014
ERR7737777;Ethiopia;lineage 4;MDR;2013
ERR7737779;Ethiopia;lineage 3;MDR;2014
ERR7737784;Ethiopia;lineage 4;MDR;2014
ERR7737792;Ethiopia;lineage 3;MDR;2014
ERR7737794;Ethiopia;lineage 3;MDR;2013
ERR7737796;Ethiopia;lineage 4;MDR;2014
ERR7737799;Ethiopia;lineage 3;MDR;2014
ERR7737800;Ethiopia;lineage 4;MDR;2013
ERR7737801;Ethiopia;lineage 3;MDR;2014
ERR7737806;Ethiopia;lineage 4;MDR;2015
ERR7737810;Ethiopia;lineage 3;MDR;2014
ERR7737817;Ethiopia;lineage 4;MDR;2014
ERR7737819;Ethiopia;lineage 4;MDR;2015
ERR7737820;Ethiopia;lineage 4;MDR;2013
ERR7737821;Ethiopia;lineage 3;MDR;2015
ERR7737825;Ethiopia;lineage 3;MDR;2014
ERR7737829;Ethiopia;lineage 3;MDR;2014
ERR7737835;Ethiopia;lineage 3;MDR;2014
ERR7737836;Ethiopia;lineage 4;MDR;2015
ERR7737840;Ethiopia;lineage 4;MDR;2013
ERR7737842;Ethiopia;lineage 4;MDR;2015
ERR7737844;Ethiopia;lineage 3;MDR;2014
ERR7737849;Ethiopia;lineage 3;MDR;2014
ERR7737855;Ethiopia;lineage 4;MDR;2014
ERR7737856;Ethiopia;lineage 4;MDR;2014
ERR7737858;Ethiopia;lineage 4;MDR;2015
ERR7737861;Ethiopia;lineage 3;MDR;2014
ERR7737863;Ethiopia;lineage 3;MDR;2014
ERR7737864;Ethiopia;lineage 4;MDR;2013
ERR7737868;Ethiopia;lineage 4;MDR;2015
ERR7737870;Ethiopia;lineage 3;MDR;2013
ERR7737871;Ethiopia;lineage 4;MDR;2014
ERR7737875;Ethiopia;lineage 4;MDR;2014
ERR7737879;Ethiopia;lineage 4;MDR;2014
ERR7737885;Ethiopia;lineage 3;MDR;2014
ERR7737890;Ethiopia;lineage 4;MDR;2014
ERR7737891;Ethiopia;lineage 3;MDR;2014
ERR7737896;Ethiopia;lineage 4;MDR;2014
ERR7737899;Ethiopia;lineage 3;MDR;2014
ERR7737901;Ethiopia;lineage 3;MDR;2014
ERR7737903;Ethiopia;lineage 3;MDR;2015
ERR7737905;Ethiopia;lineage 4;MDR;2013
ERR7737906;Ethiopia;lineage 4;MDR;2014
ERR7737908;Ethiopia;lineage 3;MDR;2014
ERR7737909;Ethiopia;lineage 3;MDR;2014
ERR7737914;Ethiopia;lineage 3;MDR;2014
ERR7737915;Ethiopia;lineage 3;MDR;2013
ERR7737916;Ethiopia;lineage 3;MDR;2014
ERR7737919;Ethiopia;lineage 4;MDR;2015
ERR7737926;Ethiopia;lineage 4;MDR;2014
ERR7737934;Ethiopia;lineage 3;MDR;2015
ERR7737935;Ethiopia;lineage 3;MDR;2013
ERR7737936;Ethiopia;lineage 1;Mono;2015
ERR7737937;Ethiopia;lineage 4;MDR;2014
ERR7737947;Ethiopia;lineage 4;MDR;2014
ERR7737952;Ethiopia;lineage 4;MDR;2014
ERR6397151;Ethiopia;lineage 4;MDR;2018
ERR6397152;Ethiopia;lineage 4;MDR;2018
ERR6397154;Ethiopia;lineage 4;MDR;2018
ERR6397159;Ethiopia;lineage 4;Other*;2018
ERR6397166;Ethiopia;lineage 4;MDR;2018
ERR6397167;Ethiopia;lineage 4;MDR;2018
ERR6397168;Ethiopia;lineage 3;Pre-XDR;2018
ERR6397171;Ethiopia;lineage 4;MDR;2018
ERR6397172;Ethiopia;lineage 4;MDR;2018
ERR6397174;Ethiopia;lineage 4;MDR;2018
ERR6397176;Ethiopia;lineage 4;MDR;2018
ERR6397178;Ethiopia;lineage 4;MDR;2018
ERR6397180;Ethiopia;lineage 4;MDR;2018
ERR6397184;Ethiopia;lineage 3;MDR;2018
ERR6397188;Ethiopia;lineage 3;MDR;2018
ERR6397191;Ethiopia;lineage 4;Mono;2018
ERR6397192;Ethiopia;lineage 4;Mono;2018
ERR6397193;Ethiopia;lineage 2;Mono;2018
ERR6397195;Ethiopia;lineage 3;MDR;2018
ERR6397199;Ethiopia;lineage 4;MDR;2018
ERR6397200;Ethiopia;lineage 4;MDR;2018
ERR6397203;Ethiopia;lineage 4;MDR;2018
ERR6397205;Ethiopia;lineage 3;MDR;2018
ERR6397206;Ethiopia;lineage 3;MDR;2018
ERR6397207;Ethiopia;lineage 4;MDR;2018
ERR6397212;Ethiopia;lineage 3;MDR;2018
ERR6397213;Ethiopia;lineage 4;MDR;2018
SRR12882492;Gambia;lineage 1;Mono;2008
SRR12882496;Gambia;lineage 1;Mono;2009
ERR3799545;Gambia;lineage 4;Mono;2012
ERR3799579;Gambia;lineage 4;Mono;2012
ERR3799592;Gambia;lineage 2;Other*;2012
ERR3799597;Gambia;lineage 4;MDR;2012
ERR3800960;Gambia;lineage 6;Other*;2013
ERR3801539;Gambia;lineage 4;Mono;2014
ERR3803791;Gambia;lineage 6;Other*;2012
ERR3803810;Gambia;lineage 2;Other*;2012
ERR3803972;Gambia;lineage 2;Other*;2012
ERR3804033;Gambia;lineage 6;Other*;2013
ERR3804111;Gambia;lineage 6;Other*;2013
ERR3806594;Gambia;lineage 2;Other*;2014
ERR3806598;Gambia;lineage 6;Mono;2014
ERR3804025;Gambia;lineage 4;MDR;2013
ERR3804034;Gambia;lineage 4;Mono;2013
ERR3804150;Gambia;lineage 2;Other*;2013
ERR3806454;Gambia;lineage 4;MDR;2014
ERR3806622;Gambia;lineage 4;Mono;2014
ERR3806629;Gambia;lineage 2;Other*;2014
ERR3806631;Gambia;lineage 6;Mono;2014
ERR3806654;Gambia;lineage 4;Mono;2014
ERR3806663;Gambia;lineage 4;Mono;2014
ERR3806818;Gambia;lineage 5;Other*;2014
ERR3806822;Gambia;lineage 2;Other*;2014
ERR3806840;Gambia;lineage 2;Other*;2014
ERR3806848;Gambia;lineage 4;Mono;2014
ERR3806856;Gambia;lineage 4;MDR;2014
SRR11443991;Ghana;lineage 4;MDR;2012
SRR11444041;Ghana;lineage 4;Mono;2015
SRR11444069;Ghana;lineage 4;MDR;2014
SRR11444089;Ghana;lineage 4;Mono;2014
SRR11461656;Ghana;lineage 5;Mono;2015
SRR11461678;Ghana;lineage 4;Mono;2014
SRR11461679;Ghana;lineage 4;Other*;2014
SRR11461682;Ghana;lineage 2;Other*;2014
SRR11461690;Ghana;lineage 4;MDR;2014
SRR11461701;Ghana;lineage 4;Other*;2013
SRR11444115;Ghana;lineage 4;Other*;2014
SRR11444123;Ghana;lineage 4;Other*;2014
SRR11444133;Ghana;lineage 4;Other*;2014
SRR11444138;Ghana;lineage 6;Mono;2014
SRR11444144;Ghana;lineage 4;Mono;2014
SRR11444167;Ghana;lineage 4;Other*;2014
SRR11444211;Ghana;lineage 4;Mono;2013
SRR11444229;Ghana;lineage 4;Mono;2013
SRR11444233;Ghana;lineage 4;Mono;2013
SRR11444241;Ghana;lineage 4;Mono;2013
SRR11444267;Ghana;lineage 4;Other*;2013
SRR11444277;Ghana;lineage 4;Other*;2013
SRR11444292;Ghana;lineage 4;Mono;2013
SRR11444304;Ghana;lineage 4;Mono;2013
SRR11444328;Ghana;lineage 4;Other*;2013
SRR11444330;Ghana;lineage 4;Other*;2013
SRR11444333;Ghana;lineage 4;Other*;2013
SRR11444356;Ghana;lineage 4;Mono;2013
SRR11444361;Ghana;lineage 6;Mono;2013
SRR11444371;Ghana;lineage 4;Other*;2012
SRR11444383;Ghana;lineage 4;MDR;2015
SRR12882461;Madagascar;lineage 1;Mono;2005
SRR12882537;Madagascar;lineage 1;Mono;2005
SRR12882539;Madagascar;lineage 1;Mono;2005
SRR12882548;Madagascar;lineage 1;Mono;2006
SRR12882553;Madagascar;lineage 1;Mono;2006
SRR12882683;Madagascar;lineage 1;Mono;2006
ERR9030251;Madagascar;lineage 2;MDR;8/18/2015
ERR9030262;Madagascar;lineage 4;Mono;11/29/2016
ERR9030263;Madagascar;lineage 4;MDR;11/01/2012
ERR9030268;Madagascar;lineage 4;Mono;12/16/2013
ERR9030273;Madagascar;lineage 4;MDR;7/13/2015
ERR9030274;Madagascar;lineage 4;MDR;10/13/2015
ERR9030295;Madagascar;lineage 1;Mono;6/30/2016
ERR9030298;Madagascar;lineage 2;MDR;7/28/2014
ERR9030302;Madagascar;lineage 1;MDR;1/21/2016
ERR9030303;Madagascar;lineage 1;Mono;04/05/2014
ERR9030305;Madagascar;lineage 4;MDR;09/07/2015
ERR9030308;Madagascar;lineage 1;MDR;1/23/2017
ERR9030313;Madagascar;lineage 1;MDR;2/24/2015
ERR9030338;Madagascar;lineage 4;Mono;2/13/2017
ERR9030348;Madagascar;lineage 1;Mono;3/24/2016
ERR9030351;Madagascar;lineage 4;MDR;02/05/2015
ERR9030356;Madagascar;lineage 1;MDR;04/01/2014
ERR9030363;Madagascar;lineage 1;Mono;04/09/2014
ERR9030373;Madagascar;lineage 1;Mono;05/08/2013
ERR9030380;Madagascar;lineage 2;Mono;2/20/2017
ERR9030384;Madagascar;lineage 1;MDR;03/08/2017
ERR9030406;Madagascar;lineage 1;MDR;05/07/2014
ERR9030410;Madagascar;lineage 4;MDR;9/24/2013
ERR9030413;Madagascar;lineage 4;MDR;3/23/2015
ERR9030436;Madagascar;lineage 4;MDR;9/23/2014
ERR9030442;Madagascar;lineage 1;Mono;10/30/2013
ERR9030450;Madagascar;lineage 4;MDR;10/20/2014
ERR9030453;Madagascar;lineage 3;Other*;4/13/2015
ERR9030456;Madagascar;lineage 1;MDR;08/09/2013
ERR9030460;Madagascar;lineage 1;MDR;11/29/2015
ERR9030463;Madagascar;lineage 1;Mono;01/09/2017
ERR9030473;Madagascar;lineage 3;MDR;12/17/2013
ERR9030480;Madagascar;lineage 2;Mono;3/23/2016
ERR9030483;Madagascar;lineage 4;MDR;03/12/2015
ERR9030484;Madagascar;lineage 1;MDR;10/29/2014
ERR9030486;Madagascar;lineage 3;Other*;05/09/2017
ERR9030490;Madagascar;lineage 1;MDR;1/24/2013
